,title,date,company,location,salary,description
950,Research Analyst - Sydney or Melbourne,6d ago,GPT Group,Sydney,,"The Research Analyst is responsible for collating, analysing, interpreting and presenting data related to the Office & Logistics markets."
951,Senior Associate - Product Strategy,,Online Education Services,Melbourne,,Identify & develop new products for growth & help to continue to offer strong value propositions to education partners & students
952,Digital Marketing and E-Commerce Specialist,,Atomic Fashion Marketing Pty Ltd,Gold Coast,,We are seeking an experienced and innovative individual to join our expanding digital team as a Digital Marketing & E-commerce Specialist.
953,"Senior Data Analyst - Workforce Data and Analytics, APS6, Corporate Division, Pe",3d ago,Australian Competition and Consumer Commission,ACT,,Opportunity for a specialist to operationalise our workforce data and analytics vision and establish and implement standards and systems.
954,"Data Analyst - Visualisation, Qlik, Power BI, Tableau, R Shiny",13d ago,HiTech Personnel,ACT,,FED GOVT is seeking a talented Data Analyst to join an est'd Digital team. This is an initial 12 mth contract + 12 mth extension. Excellent rates $$
955,Data Analyst Contract Position,11d ago,Parity Consulting,Sydney,,"The key responsibility of this role will be to perform data preparation, data visualization, report generation to aid the business efficiency."
956,Trainee Data Analyst,12d ago,Roy Morgan Research,Melbourne,,Roy Morgan has an opportunity available for an energetic and motivated individual to join us in the role of a Data Analyst!
957,Finance Data Analyst,11d ago,Tranzformd,Sydney,Salary: Attractive Salary + Superannuation,Looking for a data analyst to work within the finance sector and be a pivotal team member!
958,Data Architect,3h ago,The University of Adelaide,Adelaide,"Salary: $116,557 pa, plus 17% superannuation",The Australian Plant Phenomics Facility are seeking applications from experienced and enthusiastic individuals for the position of Data Architect.
959,IT Applications Analyst,2h ago,INCITEC PIVOT LIMITED,Brisbane,,Looking for someone with a background in business applications maintenance and support.
960,Data Migration Specialist,4d ago,Talent Street,Melbourne,,Data Migration Specialist – 6 or 12 months Contract – Victoria Government Agency
961,Data Analyst - Risk Assurance Consulting,10d ago,Halcyon Knights Pty Ltd,Sydney,,Perfect role for anyone keen to move into data analytics at a leading Big 4 company.
962,"School Officer, Analytics and Performance",3d ago,Iona College,Brisbane,,"Iona College is seeking a highly-organised, detail-oriented permanent full-time Analytics and Performance Officer."
963,IT Business Analyst (2634),4d ago,Probe Group,Melbourne,,"The Business Analyst will focus on data analysis, cleansing and alignment, along with supporting complex IT integrations."
964,Business Data Analyst,14d ago,Robert Walters,Sydney,Salary: $600 - $800 p.a. + + Superannuation & WFH,Analyse various real time data sets to provide actionable insights for a leading Government organisation.
965,Business Analyst,3d ago,empire group,Brisbane,Salary: $100 - $125 p.h.,We are currently looking to recruit a couple of Business Analysts for a 6 month day rate contract - These are working for a QLD State Government Dept
966,Senior Data Analyst,3d ago,Finite IT Recruitment Solutions,Sydney,Salary: Day Rate: Up to $794.00 + Super | WFH,Senior Data Analyst x 2 | Initial 12-Monhts | NSW GOV | Migration | Major Whole of Government ERP system Program | SAP | Parramatta or WFH |
967,Business Analyst,7d ago,Serco Asia Pacific,Melbourne,,We are seeking a dedicated and dependable Business Analyst to join the Serco team on a new project!
968,Credit Analyst (Associate),,Butler HR,"Wollongong, Illawarra & South Coast",,"MitchCap is the fastest growing and leading Fintech in Distribution Finance. Join MitchCap, be part of their journey and share their success."
969,Insights & Account Executive,,GfK ANZ Pty Ltd,Sydney,"Salary: $60,000 - $69,999",Great opportunity for a talented and experienced Accounts Manager to join a global organization for immediate start!
970,Lead Data Analyst,6d ago,Pet Circle,Sydney,,Join Pet Circle and build your dream Data Analytics team!
971,Inventory Planning Analyst,3d ago,Hastings Deering Australia Ltd,Brisbane,Salary: Competitive Remuneration & Benefits Package,Bring your inventory planning and analytical skills to this fantastic role and make real impacts to business inventory performance
972,IT Solutions Analyst,2h ago,MTC Recruitment,Sydney,,Start ASAP.
973,Business Analyst,4d ago,Glencore,Darwin,,"Join our small and dynamic team, helping to drive financial performance across the business!"
974,Reporting Officer / Data Analyst - Qualtrics - Large Government Department,12d ago,TRS - Public Sector,Sydney,Salary: $600 per day + super,Reporting Officer / Data Analyst required for a initial 4 month contract with extensions highy likely. Rate: $600 p/d + super. WFH / Macquarie park
975,APS6 and EL1 IT Business Analyst,6h ago,Hudson,Sydney,Salary: $99860.00 - $139959 p.a. + Total package,Be part of improving the health of Australians through better use of data and technology - Permanent positions - APS6 & EL1 IT Business Analyst
976,Senior BI Developer,6d ago,Metcash Limited,Sydney,,Great opportunity to work with Australia's largest retail partner.
977,Junior Insights Analyst,14d ago,McDonald's,Sydney,,Newly created position within our CBI team to work with our highly skilled consumer & business insights team.
978,Surveys and Data Analysis (18 Month Contract),4h ago,City of Ryde,Sydney,"Salary: $80,301 - $95,575 p.a. + superannuation",We have an exciting role to join our fun & supportive Communications & Engagement team at City of Ryde.
979,Surveys and Data Analysis (18 Month Contract),4h ago,City of Ryde,Sydney,"Salary: $80,301 - $95,575 p.a. + superannuation",We have an exciting role to join our fun & supportive Communications & Engagement team at City of Ryde.
980,Support Analyst,5m ago,Bravura Solutions Operations Pty Limited,Adelaide,,"Drive the life cycle of client service requests in a people-centric culture with a focus on innovation, collaboration and flexibility for our people."
981,Collibra Specialist | Data Governance Consultant | £525-£575 per day,2d ago,Opus Recruitment Solutions,London,Salary: Â£450 - Â£550 per day,Collibra Specialist | Data Governance Consultant | £525-£575 per day   A digital consultancy is looking for an immediate starter to join
982,Data Analyst,14d ago,Diona,Brisbane,,"If you love data and Power BI is your jam, then come join our our team! Great opportunity at Murarrie for your next challenge."
983,Business Analyst - Property,4d ago,Woolworths Group,Sydney,,"As Australia’s largest retailer, with over 3,700 stores in Australia & NZ, Woolworths is continually expanding its operations."
984,"Senior Data Analyst - Workforce Data and Analytics, APS6, Corporate Division, Pe",3d ago,Australian Competition and Consumer Commission,Darwin,,Opportunity for a specialist to operationalise our workforce data and analytics vision and establish and implement standards and systems.
985,Pricing Analyst - $120k-130k + Super + Bonus,4h ago,Reo Group,Sydney,Salary: Super + Bonus,Experienced Pricing Analyst with solid tendering experience for a national service company. Great culture and an organisation poised for huge growth.
986,Business Analyst,6d ago,Monica Clare Recruitment,"Newcastle, Maitland & Hunter",,6 month contract with a view to extension
987,Data Engineer (AWS),37m ago,Halcyon Knights Pty Ltd,Melbourne,,Looking for a Data Engineer experienced on AWS to assist with data pipelines and Data DevOps
988,Market Analyst,6d ago,Australian Energy Market Operator (AEMO),Perth,Salary: Competitive remuneration package,"Due to growth and an increased project portfolio, we have an exciting opportunity for someone with a passion for energy to join our team"
989,Data Analyst,13d ago,Clicks IT Recruitment (ACT),Melbourne,,Long term contract role with Large federal government client for Data Analyst working on digital transformation. This role can be performed remotely.
990,GIS Specialist,,HireCloud,Melbourne,Salary: Daily rate,One of Australia's leading Utilities companies requires a GIS Specialist to join its team on a 12 month rolling contract
991,Business Analyst,3d ago,TABCORP,Melbourne,Salary: Enjoy a Flexi Day on us!,Great opportunity for a BA to join our MAX team on a 6 month contract!
992,"Senior Data Analyst - Workforce Data and Analytics, APS6, Corporate Division, Pe",3d ago,Australian Competition and Consumer Commission,Brisbane,,Opportunity for a specialist to operationalise our workforce data and analytics vision and establish and implement standards and systems.
993,Sales Performance Analyst,6d ago,Frucor Suntory,Sydney,,Fantastic opportunity for a driven & inspired analyst to join us in a truly value-add role!
994,Business Analyst,7d ago,Myriota,Adelaide,,"Myriota is at the forefront of our growing space and startup industries, and we're excited to recruit a Business Analyst in a newly created role"
995,Data Analyst - ICT,11d ago,Davidson,Brisbane,,Ability to perform data profiling of the existing data and establish perform data cleansing/data improvements
996,Digital Sales Analyst,3d ago,Experis,Sydney,Salary: $70000.00 - $80000.00 p.a. + Super,"An extraordinary opportunity to join a leading, multi-category consumer goods business as a Digital Reporting Analyst."
997,Data Modeler,4d ago,Hawksworth Consulting,Sydney,,An exciting opportunity for a Data Modeler to deliver system transformation and legacy modernisation initiatives such as legacy DW migration!
998,Reporting & Data Analyst - NSW Government,14d ago,TRS - Public Sector,"Wollongong, Illawarra & South Coast",Salary: $90 - $100 per hour + Super,Looking for an experienced Reporting & Data Analyst to join a Government department located in Wollongong / $90 - $100 ph / until end of June 2022
